,name,department,rating,total_ratings,would take again,difficulty
2281,Sarah Lopez,Architecture,4.4,7 ratings,84%,3.1
2282,Scott Bauguess,Finance,3.8,4 ratings,50%,3
2283,Michael Starbird,Mathematics,4.7,6 ratings,93%,3.2
2284,Allan Cole,Philosophy,5,1 ratings,100%,3
2285,Betsy Greenberg,Statistics,2.5,29 ratings,42%,3.8
2286,Bertram Gawronski,Psychology,4.2,10 ratings,67%,3.9
2287,Emily Emison,Writing,5,2 ratings,100%,2
2288,Steven Bowers,Finance,5,3 ratings,100%,3
2289,Caryn Conley,Management Info Systems,2.5,20 ratings,35%,4.1
2290,George Christian,English,4.7,52 ratings,88%,3
2291,Anthony Di Fiore,Anthropology,0,0 ratings,N/A,0
2292,Christy Moore,English,3.5,2 ratings,50%,3.5
2293,James Wadman,Chemistry,5,8 ratings,100%,2.8
2294,Ana Cecilia Poveda,Spanish amp Portuguese,4,1 ratings,100%,3
2295,Lvzhou Joe Chen,Mathematics,4.3,4 ratings,80%,2.8
2296,Karen Browning,Biology,1.3,7 ratings,0%,4.4
2297,Joseph Kotinsly,Middle Eastern Studies,0,0 ratings,100%,0
2298,Heather Cooper,Nutrition,0,0 ratings,N/A,0
2299,Charles Radin,Mathematics,1.7,14 ratings,25%,4
2300,Chang Liu,Communication,4.1,11 ratings,70%,3.4
2301,Thomas Edison,Engineering,3.6,13 ratings,70%,3.8
2302,Milos Milosavljevic,Astronomy,5,2 ratings,100%,3.5
2303,Richard Fitzpatrick,Physics,2.9,19 ratings,88%,4.2
2304,Ori Swed,Sociology,3.3,7 ratings,58%,3
2305,Devarajan (Dave) Thirumalai,Chemistry,3,4 ratings,50%,3.7
2306,Kishore Gawande,Business,0,0 ratings,100%,0
2307,Jonathan Parra,Engineering,2.3,4 ratings,64%,5
2308,Paul Stekler,Communication,2.4,8 ratings,50%,3.9
2309,David Schnyer,Psychology,4.9,8 ratings,100%,2.9
2310,Jonathan Bard,Engineering,1,1 ratings,0%,5
2311,Laura Starks,Finance,0,0 ratings,N/A,0
2312,Yi-Chun Lin,Asian Studies,4.5,2 ratings,100%,3.5
2313,David Taylor,Biology,5,54 ratings,100%,2.3
2314,Kathy Cacace,Film,4.8,11 ratings,100%,2.2
2315,Jim Patton,Special Education,3.5,2 ratings,84%,2
2316,Kelly Raley,Sociology,3.3,3 ratings,75%,3.7
2317,Jiwon Park,Design,3.9,11 ratings,25%,4.2
2318,Sarah Sutcliffe,Chemistry,2.9,166 ratings,24%,3.3
2319,Ryan Romero,Communication,3.5,11 ratings,50%,3.2
2320,Edmund Gordon,Anthropology,3.7,21 ratings,69%,2.9
2321,Kelvin Phan,Kinesiology & Health,3.7,3 ratings,50%,3
2322,Eric Cambronne,Biology,4.7,7 ratings,100%,2.8
2323,Spyros Kinnas,Civil Engineering,4.5,4 ratings,84%,4
2324,Jeffrey Dickerson,Business,4.7,19 ratings,100%,3.5
2325,Antonio Gonzalez,Biology,5,3 ratings,100%,1.7
2326,Lauren Hampton,Education,2,3 ratings,34%,3.7
2327,Benjamin Gregg,Government,3.8,16 ratings,60%,3.3
2328,Brandon Lamson,English,0,0 ratings,100%,0
2329,Amanda Hager,Mathematics,4.6,96 ratings,100%,2.5
2330,Kathryn Tackett,Education,4.7,27 ratings,97%,1.4
2331,Sharon Strover,Computer Science,0,0 ratings,N/A,0
2332,Doug Bruster,English,4.7,51 ratings,94%,2.7
2333,Gladys Valdez,Psychology,3,1 ratings,67%,3
2334,Joshua Frank,Spanish & Portuguese,4.6,5 ratings,100%,2.8
2335,Matthias Warmuth,Linguistics,3.5,7 ratings,58%,3.3
2336,Alisa Perren,Communication,3.2,7 ratings,43%,3.4
2337,Monica Hall-Porter,Biology,5,3 ratings,100%,2
2338,Antonio Vasquez,Mexican American Studies,5,9 ratings,100%,2.3
2339,Bill Peterson,Marketing,3.8,21 ratings,38%,3.2
2340,Charlie Dey,Computer Science,4.7,3 ratings,100%,2.7
2341,Eunsol Choi,Computer Science,2.6,5 ratings,43%,4
2342,Stefania Patrizi,Mathematics,4.1,14 ratings,95%,3.1
2343,Wilfredo Burgos Matos,Spanish & Portuguese,5,3 ratings,100%,2.7
2344,Eugenio Arima,Geography,3.4,12 ratings,72%,3.2
2345,Sheryl Beach,Geography,5,1 ratings,100%,2
2346,Benjamin Burnett,Advisor,4.5,2 ratings,100%,2.5
2347,Lauren Blondeau,Statistics amp Data Science,0,0 ratings,N/A,0
2348,Josh Alexander,Finance,2.7,7 ratings,34%,3
2349,Randi Voss,Engineering,4.7,6 ratings,100%,1.8
2350,Adena Rivera-Dundas,Writing,5,11 ratings,100%,2.4
2351,Brian Sedio,Biology,0,0 ratings,N/A,0
2352,Constantine Caramanis,Engineering,0,0 ratings,100%,0
2353,Jeffrey Chipps Smith,Fine Arts,4.6,22 ratings,80%,3
2354,Edward Chambers,Art History,4.2,10 ratings,86%,2
2355,Moyosore Okediji,Art History,4.5,12 ratings,93%,1.7
2356,Vera Burrows,Spanish & Portuguese,0,0 ratings,N/A,0
2357,Becky Morales,Social Work,5,2 ratings,100%,2.5
2358,Robert Josephs,Psychology,3,19 ratings,53%,3.5
2359,Dawn Stienecker,Education,0,0 ratings,N/A,0
2360,Sarah Miller,Art History,4.3,6 ratings,89%,2.3
2361,Ahmed Shamim,Asian Studies,5,1 ratings,100%,2
2362,Shanti Kumar,Film,2.5,4 ratings,34%,2.8
2363,Erin Cunningham,Fine Arts,5,1 ratings,100%,3
2364,Vernita Gordon,Physics,2.6,20 ratings,47%,4
2365,Alida Perrine,Spanish & Portuguese,4.8,4 ratings,100%,2.5
2366,Jennifer Gillespie,Geology,1,2 ratings,34%,3
2367,Liza Shapiro,Anthropology,4,23 ratings,88%,3
2368,Gretchen Charrier,Accounting,4.2,37 ratings,90%,3.4
2369,Devdatta Kulkarni,Computer Science,3.2,6 ratings,50%,3.2
2370,Yazz Fawaz,French & Italian,3.9,11 ratings,43%,3.5
2371,Adrian Riccelli,Spanish & Portuguese,4,1 ratings,100%,4
2372,Todd Arbogast,Mathematics,3.9,12 ratings,63%,3.5
2373,Mary Vaughan,Mathematics,4.3,3 ratings,100%,4.3
2374,Kasey Faust,Engineering,5,7 ratings,100%,2.6
2375,George Flaherty,Art History,4.2,18 ratings,89%,2.5
2376,Lyndon Gill,Ethnic Studies,5,6 ratings,100%,2.7
2377,George Pollak,Biology,4.3,33 ratings,86%,3.2
2378,Elon Lang,Literature,4.2,24 ratings,90%,3.9
2379,Christine Bird,Government,4.3,4 ratings,60%,3.2
2380,Arturo Delozanne,Biology,4.4,14 ratings,85%,3.6
2381,Jody Jensen,Kinesiology amp Health,1.4,5 ratings,0%,3.2
2382,Deborah Beck,Classics,3.9,21 ratings,94%,3.8
2383,Elizabeth Gershoff,Psychology,4.6,9 ratings,88%,2.4
2384,Rowland Atiase,Accounting,1.5,8 ratings,13%,3.5
2385,Matthew Evans,Philosophy,5,2 ratings,100%,3.5
2386,Debra Lewis,Film,3.6,14 ratings,73%,3
2387,Michael Hassler,Business,3,1 ratings,0%,3
2388,Robert Jones,English,2.2,6 ratings,43%,3
2389,Kelsey Ellis,Anthropology,5,2 ratings,100%,3
2390,Kizzy Albritton,Education,5,1 ratings,100%,3
2391,Ashish Deshpande,Engineering,3.3,4 ratings,67%,3.5
2392,Micky Marinelli,Biology,3.8,6 ratings,72%,3.7
2393,Joseph Straubhaar,Communication,3,24 ratings,50%,3.4
2394,Yoav Dicapua,Middle Eastern Studies,4,12 ratings,75%,3.3
2395,Tracie Matysik,History,4.6,10 ratings,100%,3
2396,Kevin Folliard,Engineering,3.4,5 ratings,60%,3
2397,Tej Anand,Business,5,42 ratings,100%,2.9
2398,Zuzana Baranova,Chemistry,3.3,21 ratings,64%,3.6
2399,Michael Anderson,History,3.8,35 ratings,76%,3.3
2400,Robert Quigley,Journalism,4.9,29 ratings,100%,1.9
2401,Ashley Coleman Taylor,Religion,3.5,2 ratings,50%,3
2402,Earl Swartzlander,Engineering,4.5,13 ratings,100%,1.5
2403,Dina Inman-Ramgolam,Communication,5,1 ratings,100%,2
2404,Dawit Kidane-Mulat,Pharmacy,1,1 ratings,0%,3
2405,Kim Beckwith,Kinesiology Health,2.9,7 ratings,43%,3.3
2406,Hao-Yun Hsiao,Kinesiology amp Health,3,1 ratings,67%,2
2407,Alan Tully,History,3.5,8 ratings,38%,3.1
2408,Hans Frex,Spanish & Portuguese,5,1 ratings,100%,4
2409,Chris Sullivan,Biology,3.8,9 ratings,63%,4.1
2410,Lauren Dobbs,Science,5,4 ratings,100%,3
2411,Helen Schneider,Economics,3.7,80 ratings,81%,2.7
2412,Jennifer Graber,Religion,4.7,29 ratings,93%,2.8
2413,Sierra Mendez,Writing,4.7,3 ratings,100%,2.7
2414,Jeffrey Chen,Biology,1,1 ratings,0%,4
2415,Molly Pollk,Geography,3.8,4 ratings,50%,3.5
2416,Camila Torres Castro,Spanish amp Portuguese,5,3 ratings,100%,3
2417,Nicole Smith,Philosophy,4.2,23 ratings,87%,2.6
2418,Stephen Magee,Finance,4,1 ratings,50%,3
2419,Valerio Rossi,Italian,1,1 ratings,88%,4
2420,Sara Hussain,Kinesiology amp Health,5,1 ratings,100%,3
2421,Christopher McClellan,Business,4.7,6 ratings,100%,2.3
2422,Tyrone Porter,Biomedical Engineering,0,0 ratings,100%,0
2423,Swathi Reddy,Social Work,0,0 ratings,N/A,0
2424,Hillary Corwin,Government,5,1 ratings,100%,2
2425,Katherina Payne,Education,0,0 ratings,N/A,0
2426,Colin MacCormack,Classics,5,6 ratings,100%,2.5
2427,Kaya de Barbaro,Psychology,3.7,7 ratings,72%,2.7
2428,Lee Edwards,Accounting,0,0 ratings,N/A,0
2429,John Keppelman,Anthropology,0,0 ratings,N/A,0
2430,Lisa Neff,Human Dev amp Family Sciences,5,6 ratings,100%,2
2431,Guy Raffa,Italian,4.4,17 ratings,95%,2.4
2432,Kristen Oglesbee,Education,1,2 ratings,0%,3.5
2433,Iliana Sosa,Film,5,1 ratings,100%,1
2434,Noah Isenberg,Film,5,1 ratings,100%,2
2435,James Hackett,Philosophy,5,3 ratings,100%,3
2436,Mark Townsend,Mathematics,0,0 ratings,N/A,0
2437,Gwendolyn Stovall,Chemistry,3,10 ratings,67%,3.3
2438,Pablo Reinoso-Andres,Spanish & Portuguese,5,6 ratings,100%,3.2
2439,Rasha Diab,Writing,2.6,13 ratings,34%,4.4
2440,Laura Gonzales,Spanish Portuguese,2,2 ratings,0%,4
2441,Samuel Twito,Sociology,3,8 ratings,70%,2.2
2442,Carol MacKay,English,4.8,6 ratings,100%,2.7
2443,Jennifer Austin,Mathematics,5,1 ratings,100%,1
2444,geoff rich,Physical Education,4.7,7 ratings,86%,1.2
2445,Ofodike Ezekoye,Engineering,1.8,8 ratings,23%,4.7
2446,Erik Gnagy,Physical Education,3.2,12 ratings,77%,2.4
2447,Rosalie Ambrosino,Social Work,5,5 ratings,100%,2.8
2448,Ian Thomas,Engineering,2.3,7 ratings,50%,3.4
2449,Patrick Hickey,Government,5,1 ratings,100%,2
2450,Lynette Osborne,Sociology,3.6,35 ratings,60%,3.7
2451,Jose Panero,Biology,3.7,44 ratings,86%,3.5
2452,Hannah Lewis,Music,4.5,9 ratings,90%,3.1
2453,elizabeth keating,Anthropology,3,3 ratings,67%,2.7
2454,Andres Donangelo,Finance,3,3 ratings,50%,4.3
2455,Timothy Riedel,Biology,4.9,4 ratings,100%,2.5
2456,Carolyn Dunlap,Spanish & Portuguese,4.6,11 ratings,89%,2.5
2457,Mary Anderson,Management,4,1 ratings,100%,3
2458,Michael Sury,Finance,4.4,73 ratings,86%,3.8
2459,Su Yeong Kim,Human Dev & Family Sciences,4,25 ratings,91%,3
2460,Qixing Huang,Computer Science,2.4,5 ratings,34%,3
2461,Janet Davis,American Studies,4.4,22 ratings,79%,2.9
2462,Javier Auyero,Sociology,3.6,45 ratings,76%,2.7
2463,Toyin Falola,History,2.8,24 ratings,60%,2.6
2464,Katie Lever,Communication,0,0 ratings,N/A,0
2465,Oksana Lutsyshyna,Women's Studies,4,7 ratings,75%,2.5
2466,Jocelly Meiners,Spanish & Portuguese,5,12 ratings,100%,3.4
2467,Jennifer Jones Barbour,Communication,4.6,31 ratings,93%,2.8
2468,John Daly,Communication,4.7,99 ratings,99%,3.5
2469,Matthew Butler,History,4,7 ratings,60%,2.7
2470,Lynda Cleveland,Business,2.6,24 ratings,0%,3.3
2471,Youjeong Oh,Asian Studies,4.2,11 ratings,80%,3.1
2472,Lale Guler,Accounting,2.6,7 ratings,34%,3.6
2473,David Leal,Government,3.4,39 ratings,62%,3.1
2474,Vox Hsu,Writing,5,1 ratings,100%,3
2475,David Crew,History,4.9,10 ratings,100%,2.4
2476,Alex Armonda,Education,5,2 ratings,100%,2.5
2477,Emily Brown,Psychology,4.8,7 ratings,100%,2.1
2478,Ariel Taylor,Education,5,2 ratings,100%,2.5
2479,Miriam Schoenfield,Philosophy,3.9,6 ratings,100%,2.3
2480,James O'Connor,Engineering,4,2 ratings,50%,2.5
2481,Christopher Wlezien,Government,4.1,6 ratings,84%,3
2482,Christopher Beevers,Psychology,4.4,28 ratings,93%,2.9
2483,Alan Sager,Government,3.5,25 ratings,67%,4
2484,Cha Li,Management,0,0 ratings,100%,0
2485,Dean Bredeson,Business,3.8,44 ratings,80%,3
2486,Zeynep Somer-Topcu,Political Science,3.5,12 ratings,62%,3.9
2487,P Barrish,English,4.5,14 ratings,100%,2.8
2488,John Luecke,Mathematics,3.5,18 ratings,55%,3.1
2489,Steve Mims,Film,3.3,6 ratings,50%,3.3
2490,Stephanie Holmsten,International Studies,4.1,22 ratings,90%,3.2
2491,Erik Dempsey,Classics,4.5,22 ratings,100%,3.8
2492,Lauren Meyers,Biology,5,3 ratings,67%,2
2493,Kyle Shen,Government,5,2 ratings,100%,2.5
2494,Jeanette Chen,Languages,4.8,7 ratings,100%,4.6
2495,Luis Sentis,Engineering,4.6,9 ratings,90%,2.7
2496,Layla Guyot,Statistics & Data Science,3.6,20 ratings,75%,3.6
2497,Ke Chen,Mathematics,3,12 ratings,73%,3.5
2498,Bobbie Wu,Mathematics,0,0 ratings,100%,0
2499,Mazen Diab,Engineering,2.6,24 ratings,57%,3.7
2500,Irene Gamba,Mathematics,3,2 ratings,50%,4.5
2501,Ron Elber,Chemistry,3.9,4 ratings,100%,3
2502,Casey Boyle,Writing,4.4,7 ratings,84%,2.8
2503,Ryan Kelly,Fine Arts,5,3 ratings,100%,1.3
2504,Aryan Mokhtari,Engineering,3,3 ratings,60%,2.7
2505,Lance Manuel,Civil Engineering,4.7,3 ratings,100%,2.7
2506,Charles Mullins,Engineering,4.8,5 ratings,100%,4.2
2507,William Bulko,Computer Science,4.3,38 ratings,88%,2.4
2508,Christopher Meakin,Business,3.8,18 ratings,77%,3
2509,Gary Wilcox,Communication,3.8,52 ratings,83%,4
2510,Chandra Bhat,Civil Engineering,2.6,5 ratings,63%,3.4
2511,Fred Beach,Engineering,5,1 ratings,100%,2
2512,Pawel Misztal,Engineering,4.5,2 ratings,100%,2
2513,Lara Latimer,Education,4.5,16 ratings,95%,2
2514,Lauren DePue,Chemistry,5,3 ratings,100%,1
2515,Rachel Ward,Mathematics,2.7,7 ratings,40%,3.7
2516,Leigh Edwards,Accounting,1,1 ratings,67%,4
2517,Juan Dominguez,Psychology,4.1,25 ratings,71%,3.1
2518,Michael Piana,Engineering,4.5,2 ratings,100%,2.5
2519,Ann Repp,Psychology,4.5,53 ratings,91%,2.2
2520,Paola Canova,Anthropology,4.3,2 ratings,100%,3
2521,Amy Melton,Music,5,1 ratings,100%,2
2522,Yvon Delville,Psychology,3,13 ratings,20%,3.4
2523,Gregory Rodin,Physics,3.3,28 ratings,57%,4.2
2524,David Allen,Geography,4,3 ratings,80%,3.7
2525,Ray Buchanan,Philosophy,4.5,7 ratings,100%,2.8
2526,Loukas Kallivokas,Civil Engineering,3,10 ratings,59%,4
2527,Minette Drumwright,Communication,4.2,16 ratings,90%,3.4
2528,Jorge Balat,Economics,0,0 ratings,100%,0
2529,Mary Poteet,Biology,3,42 ratings,53%,2.9
2530,Caroline Rohm,Music,1.7,3 ratings,0%,3.7
2531,Eric Webber,Advertising,5,1 ratings,100%,3
2532,Timothy Shanahan,Geology,3.1,64 ratings,63%,3.3
2533,Veronica Yan,Psychology,4.4,11 ratings,94%,3.5
2534,Mark Maxwell,Mathematics,4,31 ratings,68%,3.6
2535,Kathryn Dabbs,Mathematics,4,19 ratings,83%,2.6
2536,Heather Rice,Languages,4.7,3 ratings,100%,3.7
2537,Julie Hardwick,History,3.7,15 ratings,50%,3.4
2538,Karen Grumberg,Middle Eastern Studies,4.5,2 ratings,100%,4
2539,Sahil Maherali,Business,4.8,7 ratings,100%,2.2
2540,Chad Bennett,English,4.2,5 ratings,80%,3.2
2541,Walter Daniel,Engineering,0,0 ratings,N/A,0
2542,Lauren Ehrlich,Biology,3.7,3 ratings,67%,4
2543,Steve Reese,Journalism,3.3,25 ratings,63%,3
2544,Jorge Zornberg,Civil Engineering,1,1 ratings,0%,5
2545,Joseph Kileel,Mathematics,1.5,2 ratings,34%,4.5
2546,Justin Havird,Biology,5,5 ratings,100%,3.8
2547,Jason Rosenblum,Education,1,1 ratings,0%,4
2548,Megan Allen,Accounting,4.5,15 ratings,100%,3.4
2549,Hina Azam,Religion,2,25 ratings,15%,4
2550,Peter Onyisi,Physics,3.5,5 ratings,80%,3.4
2551,Mirela Ciperiani,Mathematics,2.9,6 ratings,75%,4
2552,Stacy Jorgensen,Health Science,5,1 ratings,100%,1
2553,Harrison Montgomery,Music,4.4,11 ratings,92%,1.8
2554,Harold McMillan,Communication,0,0 ratings,N/A,0
2555,Mina Kim,Languages,4.9,10 ratings,100%,2.4
2556,Robert Oppenheim,Asian Studies,3.7,12 ratings,62%,3
2557,Dede Sparks,Social Work,5,1 ratings,100%,1
2558,David Quinto-pozos,Languages,4,22 ratings,78%,3.3
2559,Thomas Pangle,Political Science,3.9,25 ratings,39%,3.8
2560,Stacy Jorgensen,Science,5,1 ratings,100%,2
2561,Steve Friesen,Religion,4.3,4 ratings,67%,3
2562,Kaori Duffey,Languages,5,9 ratings,100%,2.8
2563,Nabanjan Maitra,Asian Studies,5,1 ratings,100%,1
2564,Douglas Biow,French & Italian,4.4,24 ratings,90%,2.7
2565,Shannon O'Brien,Government,4.5,14 ratings,97%,2.4
2566,Fares Fraij,Computer Science,4.3,49 ratings,91%,3.2
2567,Angela Beasley,Computer Science,4.2,21 ratings,91%,3
2568,Keith Livers,Literature,4,8 ratings,100%,1.9
2569,Philip Treisman,Mathematics,4.4,91 ratings,97%,3.8
2570,Masa Prodanovic,Engineering,2.5,6 ratings,25%,3.2
2571,Fred Valdez,Anthropology,4.2,57 ratings,99%,1.5
2572,Kaila Schedeen,Art History,4,1 ratings,100%,3
2573,Wen-Hua Teng,Asian Studies,4,11 ratings,64%,3.9
2574,Chiu-Mi Lai,Asian Studies,4.3,19 ratings,86%,3
2575,Steven Lundy,History,4.4,49 ratings,89%,2.4
2576,Bill Wolesensky,Mathematics,4.9,150 ratings,100%,2.7
2577,Erick Da Silva Motta,Biology,0,0 ratings,N/A,0
2578,John Hartigan,Anthropology,3.1,21 ratings,56%,3.4
2579,David Ring,Biology,0,0 ratings,N/A,0
2580,Tonia Guida,Humanities,0,0 ratings,100%,0
2581,Nicole Yanez,Humanities,0,0 ratings,N/A,0
2582,John Bimbiras,Music,5,2 ratings,100%,1
2583,Genelle Sanders,Communication,4,2 ratings,50%,4
2584,Caroline Frick,Film,3.8,71 ratings,57%,3.6
2585,Kathleen Higgins,Philosophy,4.3,26 ratings,95%,2.1
2586,Katie Hansen,Science,2.7,23 ratings,42%,2.4
2587,Colin Shanafelt,English,3.7,3 ratings,80%,4.3
2588,Cate Graziani,Social Work,2,1 ratings,0%,4
2589,Zully Guerra,Social Work,4,1 ratings,100%,3
2590,Xiao Ding,Social Work,5,1 ratings,100%,2
2591,Donato Loia,Art History,2.5,2 ratings,80%,3.5
2592,Danielle Clealand,Mexican American Studies,0,0 ratings,N/A,0
2593,Ben Bays,Film,5,2 ratings,100%,2
2594,Mary Lou Poloskey,Finance,2.9,22 ratings,66%,3.3
2595,Chad Seales,Religion,4.5,12 ratings,95%,2
2596,Bobby Leshikar,English,5,5 ratings,100%,4
2597,Avigail Noy,Middle Eastern Studies,5,1 ratings,100%,3
2598,Benjamin Brower,History,3,9 ratings,37%,3.5
2599,Marion Rocco,Information Science,4.7,8 ratings,88%,3.3
2600,Taylor Brown,Accounting,3.5,2 ratings,75%,3.5
2601,Debbie White,Languages,4.6,10 ratings,86%,2.6
2602,John Cline,American Studies,4.4,8 ratings,100%,2.2
2603,Oscar Gonzalez,Mathematics,3.3,9 ratings,77%,4.1
2604,Ian Myers,Government,0,0 ratings,N/A,0
2605,Paula Murray,Law,4.7,9 ratings,93%,2.3
2606,Soo Hyun Yang,Chemistry,0,0 ratings,N/A,0
2607,Thibaud Taillefumier,Mathematics,3.1,28 ratings,74%,3.6
2608,Samuel Woolley,Journalism,4.8,8 ratings,100%,2.5
2609,Karly Quaack,Communication,5,2 ratings,100%,1.5
2610,Rene Dailey,Communication,5,4 ratings,100%,1.5
2611,Alex Hanson,Engineering,4.5,2 ratings,100%,4
2612,Yang Li,Health Science,5,1 ratings,100%,1
2613,Alain Lemaire,Marketing,2.4,5 ratings,34%,3.2
2614,Michael Geruso,Economics,5,2 ratings,100%,3
2615,Olivier Coibion,Economics,4,4 ratings,84%,3.2
2616,Rosental Alves,Journalism,4.5,2 ratings,100%,2.5
2617,Kate Pounders,Advertising,4.2,64 ratings,90%,2.7
2618,Amy Sanders,Journalism,3,14 ratings,34%,4.4
2619,Can Cenik,Biology,0,0 ratings,100%,0
2620,Edward Marcotte,Biology,0,0 ratings,N/A,0
2621,Nina Telang,Engineering,4.1,70 ratings,85%,3.6
2622,Brett Siegel,Film,4.8,5 ratings,100%,2.6
2623,Stephen Martin,Chemistry,1.9,16 ratings,20%,4.6
2624,Lauren Peña,Spanish Portuguese,4.6,5 ratings,84%,3
2625,Nathaniel Woodward,Mathematics,4.2,5 ratings,80%,3.6
2626,Jason Lustig,Middle Eastern Studies,4.6,10 ratings,100%,2.5
2627,Daron Roberts,Humanities,4.9,50 ratings,98%,1.6
2628,Matthew Eastin,Advertising,3.7,17 ratings,82%,3.3
2629,Jeffery Patterson,Business,3.3,3 ratings,50%,3
2630,Ellenor Shoemaker,French amp Italian,5,1 ratings,100%,4
2631,William Beckner,Mathematics,3.1,19 ratings,57%,3.2
2632,Alicen Davis,Biology,0,0 ratings,100%,0
2633,Stacia Rodenbusch,Biology,4.6,5 ratings,100%,3.2
2634,Jonathan Kaplan,Middle Eastern Studies,4.4,34 ratings,86%,2.5
2635,Ronda Barnett,Advertising,0,0 ratings,N/A,0
2636,Sean LaBounty,Advertising,4.7,3 ratings,100%,4
2637,Cory Juhl,Philosophy,3.8,12 ratings,40%,2.5
2638,Bethany Albertson,Political Science,4.3,4 ratings,67%,2.7
2639,Inman Ramgolam,Communication,3.5,7 ratings,43%,3
2640,William Schwartz,Medicine,3.5,2 ratings,60%,3.5
2641,James Scott,Business,4.4,11 ratings,83%,3.5
2642,Patrick Carroll,Psychology,3.9,57 ratings,65%,3.4
2643,Jiwon Jeon,Sociology,2.9,19 ratings,47%,3.7
2644,Miguel Pinedo,Health Science,4,6 ratings,84%,1.5
2645,Daniel Kahozi,French & Italian,0,0 ratings,100%,0
2646,Elizabeth Keating,Linguistics,3,9 ratings,25%,1.6
2647,Hillary Procknow,Counseling,0,0 ratings,N/A,0
2648,David Mohrig,Geology,4.4,5 ratings,80%,3.8
2649,Amy Wright,Humanities,5,1 ratings,100%,2
2650,Simon Quiroz,Film,5,1 ratings,100%,2
2651,Keely Finkelstein,Astronomy,3.6,40 ratings,83%,2.7
2652,Rohitash Rao,Advertising,4.9,17 ratings,95%,2.2
2653,Allison Zengilowski,Psychology,5,6 ratings,100%,2
2654,Charity-Joy Acchiardo,Economics,2.4,19 ratings,65%,3
2655,Vivek Telang,Engineering,4.4,12 ratings,93%,2.7
2656,Pauline Turner Strong,Anthropology,4.4,10 ratings,82%,2.6
2657,Beth Pizzini,Ethnic Studies,5,1 ratings,100%,2
2658,Vijay Joglekar,Management & Info Systems,2.5,18 ratings,41%,3.5
2659,Lori Barnes,Business,5,4 ratings,100%,2
2660,Ashley Matheny,Geology,5,5 ratings,100%,3.4
2661,Barbara Chisholm,Theater,4.7,9 ratings,100%,1.1
2662,Jay Banner,Geology,3.9,58 ratings,72%,3.2
2663,Jason Urban,Fine Arts,4.8,9 ratings,100%,2.7
2664,Renita Coleman,Communication,4.6,8 ratings,93%,2.2
2665,David Junker,Advertising,4.2,31 ratings,95%,2.1
2666,Daniel Birkholz,English,5,12 ratings,93%,3.8
2667,Ash D'Harcourt,Communication,5,2 ratings,100%,3
2668,Sinan Dogramaci,Philosophy,4.2,18 ratings,71%,3.9
2669,Magdalena Bennett,Statistics,1.1,8 ratings,25%,4.4
2670,Aysa Dordzhieva,Accounting,3.5,12 ratings,82%,3.3
2671,Jun Wang,Linguistics,0,0 ratings,N/A,0
2672,James Curley,Psychology,4.6,31 ratings,99%,2.9
2673,Abigail Burns,Writing,0,0 ratings,100%,0
2674,Jean Incorvia,Engineering,3.1,7 ratings,67%,4
2675,Chris Aarons,Marketing,4.3,44 ratings,87%,3.7
2676,James Miller,Finance,5,13 ratings,100%,3.5
2677,Ben Bentzin,Marketing,4,3 ratings,100%,3.3
2678,Ben Delphine,Political Science,5,1 ratings,100%,2
2679,Kenneth Diller,Biomedical Engineering,5,10 ratings,100%,1.6
2680,Khristian Aguirre,Theatre amp Dance,1,1 ratings,0%,4
2681,Lara Sanchez-Morales,Anthropology,3,2 ratings,50%,2
2682,Caitie Coons,Linguistics,0,0 ratings,N/A,0
2683,Erika Bsumek,History,4.2,22 ratings,97%,3.1
2684,Jun Wang,Communication,4,2 ratings,100%,3
2685,Carma Gorman,Design,2.7,3 ratings,50%,1.3
2686,Jennifer McClearen,Film,4.2,22 ratings,83%,2.7
2687,Richard Taylor,Health Science,3.9,21 ratings,75%,3.8
2688,Lance Bertelsen,English,4.1,12 ratings,74%,3
2689,Megan Raby,Science,3.3,3 ratings,88%,4
2690,Monica Faulkner,Psychology,5,1 ratings,100%,4
2691,Luke Waring,Asian Studies,5,2 ratings,100%,2
2692,Sean Manning,Spanish Portuguese,4.6,9 ratings,100%,3.4
2693,Tayfun Keskin,Management & Info Systems,3,6 ratings,50%,2.2
2694,Matthew Lease,Computer Science,2.3,3 ratings,72%,4.3
